site_name,,BCD,BNM,Cultural Venue Type,latitude,longitude
Shaftesbury,,E09000019,Islington,Music venues (all),51.56976137,-0.123622191
Stapleton,,E09000019,Islington,Music venues (all),51.57094046,-0.115276237
The Sound Lounge,,,,Music venues (all),51.36654936,-0.194218745
Claret Wine Bar,,E09000029,Sutton,Music venues (all),51.3587645,-0.21690162
Revolution,,E09000029,Sutton,Music venues (all),51.35950068,-0.191607361
Wallington Arms,,E09000029,Sutton,Music venues (all),51.36008582,-0.150158915
Bounce,,E09000029,Sutton,Music venues (all),51.36156397,-0.192445417
New Inn,,E09000029,Sutton,Music venues (all),51.36466424,-0.187065661
The Coach & Horses,,E09000029,Sutton,Music venues (all),51.36494518,-0.162374838
Race Horse,,E09000029,Sutton,Music venues (all),51.36630067,-0.167391714
The Boom Boom Club,,E09000029,Sutton,Music venues (all),51.36761052,-0.204361193
The Railway Tavern,,E09000029,Sutton,Music venues (all),51.3692712,-0.165850812
The Red Lion,,E09000029,Sutton,Music venues (all),51.37835061,-0.157613353
Under the Bridge,,,,Music venues (all),51.48201341,-0.189984111
The White Horse,,E09000013,Hammersmith And Fulham,Music venues (all),51.47449487,-0.200053158
Broadway House,,E09000013,Hammersmith And Fulham,Music venues (all),51.48015557,-0.19565395
Under The Bridge,,E09000013,Hammersmith And Fulham,Music venues (all),51.48166546,-0.190928079
Distillers,,E09000013,Hammersmith And Fulham,Music venues (all),51.48935411,-0.223279072
The Hammersmith Club,,E09000013,Hammersmith And Fulham,Music venues (all),51.48975494,-0.230163341
Eventim Apollo,,E09000013,Hammersmith And Fulham,Music venues (all),51.49069334,-0.224422614
Hammersmith Ram,,E09000013,Hammersmith And Fulham,Music venues (all),51.49230845,-0.228350177
Nell's Jazz & Blues,,E09000013,Hammersmith And Fulham,Music venues (all),51.49223962,-0.207248788
Albion,,E09000013,Hammersmith And Fulham,Music venues (all),51.49431895,-0.212684727
Crown & Sceptre,,E09000013,Hammersmith And Fulham,Music venues (all),51.5034186,-0.236391617
O2 Shepherd's Bush Empire,,E09000013,Hammersmith And Fulham,Music venues (all),51.5034277,-0.224474981
Belushi's Shepherd's Bush,,E09000013,Hammersmith And Fulham,Music venues (all),51.50409577,-0.218123328
The Bush Theatre,,E09000013,Hammersmith And Fulham,Music venues (all),51.50504155,-0.225939631
Bush Hall,,E09000013,Hammersmith And Fulham,Music venues (all),51.50649481,-0.231661578
Plough,,E09000009,Ealing,Music venues (all),51.49468547,-0.366095704
Ealing Park Tavern,,E09000009,Ealing,Music venues (all),51.49556069,-0.306076534
Lamb,,E09000009,Ealing,Music venues (all),51.49717539,-0.375731248
Bollo House,,E09000009,Ealing,Music venues (all),51.49577246,-0.270052484
Plough,,E09000009,Ealing,Music venues (all),51.49717381,-0.312557408
New Inn,,E09000009,Ealing,Music venues (all),51.50509748,-0.305780367
The Prince Of Wales,,E09000009,Ealing,Music venues (all),51.50637737,-0.337419842
Castle,,E09000009,Ealing,Music venues (all),51.50619963,-0.305508911
George & Dragon,,E09000009,Ealing,Music venues (all),51.50722767,-0.271794416
Drayton Court,,E09000009,Ealing,Music venues (all),51.51416754,-0.319308158
The Red Room (Aka The Ealing Jazz Club),,E09000009,Ealing,Music venues (all),51.51441139,-0.302508957
Duke Of Kent,,E09000009,Ealing,Music venues (all),51.52526876,-0.320254264
The Cave Gallery,,E09000009,Ealing,Music venues (all),51.52563197,-0.255153316
Crown,,E09000009,Ealing,Music venues (all),51.54467401,-0.370622353
Black Horse,,E09000009,Ealing,Music venues (all),51.54769014,-0.344538726
Earl Of Eldon,,E09000008,Croydon,Music venues (all),51.35953094,-0.097523157
Scream Lounge,,E09000008,Croydon,Music venues (all),51.36661028,-0.099298766
Royal Standard,,E09000008,Croydon,Music venues (all),51.36992087,-0.101589846
The Soulful Cellar,,E09000008,Croydon,Music venues (all),51.37050296,-0.100330178
Ship,,E09000008,Croydon,Music venues (all),51.37203646,-0.100065593
Matthews Yard,,E09000008,Croydon,Music venues (all),51.37216106,-0.101094935
Tiger Tiger,,E09000008,Croydon,Music venues (all),51.37299242,-0.10078756
Project B,,E09000008,Croydon,Music venues (all),51.37343906,-0.101157035
Boxpark Croydon,,E09000008,Croydon,Music venues (all),51.37489165,-0.093697009
Oval Tavern,,E09000008,Croydon,Music venues (all),51.3783268,-0.087619604
Builders Arms,,E09000008,Croydon,Music venues (all),51.37951188,-0.085845811
The White Hart,,E09000008,Croydon,Music venues (all),51.41722598,-0.081379484
Numidie Bar And Bistro,,E09000008,Croydon,Music venues (all),51.41961149,-0.080977563
Olde Whyte Lyon,,E09000006,Bromley,Music venues (all),51.36524791,0.054977386
Partridge,,E09000006,Bromley,Music venues (all),51.40558353,0.013835302
The White Horse,,E09000006,Bromley,Music venues (all),51.40651546,-0.0309704
Oak,,E09000006,Bromley,Music venues (all),51.40571662,0.034258351
Jolly Woodman,,E09000006,Bromley,Music venues (all),51.40667501,-0.018022733
The Chancery,,E09000006,Bromley,Music venues (all),51.40687295,-0.01749654
Vuvu Club,,E09000006,Bromley,Music venues (all),51.40713134,0.016390858
Railway Tavern,,E09000006,Bromley,Music venues (all),51.40772515,0.016373858
Bridge Bar,,E09000006,Bromley,Music venues (all),51.41077913,-0.025150287
Freelands Tavern,,E09000006,Bromley,Music venues (all),51.41026583,0.024452068
Goldsmiths Arms,,E09000006,Bromley,Music venues (all),51.41330585,-0.052005467
Ripley Arts Center,,E09000006,Bromley,Music venues (all),51.413006,0.022316001
Sydney Arms,,E09000006,Bromley,Music venues (all),51.41490631,0.087000357
Grape & Grain,,E09000006,Bromley,Music venues (all),51.41968616,-0.077853383
The Duke,,E09000021,Kingston Upon Thames,Music venues (all),51.39195746,-0.306699847
Lamb Inn,,E09000021,Kingston Upon Thames,Music venues (all),51.392043,-0.311382532
Black Lion,,E09000021,Kingston Upon Thames,Music venues (all),51.3920655,-0.310447412
Woodies,,E09000021,Kingston Upon Thames,Music venues (all),51.39220078,-0.267363759
The Brave New World,,E09000021,Kingston Upon Thames,Music venues (all),51.39303032,-0.295721577
The Fighting Cocks,,E09000021,Kingston Upon Thames,Music venues (all),51.41067361,-0.298157963
Grey Horse,,E09000021,Kingston Upon Thames,Music venues (all),51.41433024,-0.300409313
British Oak,,E09000021,Kingston Upon Thames,Music venues (all),51.41630915,-0.301069319
Queens Head,,E09000021,Kingston Upon Thames,Music venues (all),51.41862437,-0.301357344
Kings Arms,,E09000024,Merton,Music venues (all),51.4062956,-0.16422573
Cavern,,E09000024,Merton,Music venues (all),51.40981222,-0.233884065
Trafalgar,,E09000024,Merton,Music venues (all),51.41388631,-0.189131637
Nelson Arms,,E09000024,Merton,Music venues (all),51.41583273,-0.186480441
New Wimbledon Theatre,,E09000024,Merton,Music venues (all),51.41914653,-0.201364672
The Pod,,E09000024,Merton,Music venues (all),51.41925063,-0.201116084
The Alma,,E09000004,Bexley,Music venues (all),51.43216017,0.103799918
Kings Head,,E09000004,Bexley,Music venues (all),51.44182745,0.149903821
Black Horse,,E09000004,Bexley,Music venues (all),51.44483828,0.150002149
Crayford Arms,,E09000004,Bexley,Music venues (all),51.45269608,0.176913303
The Prince Albert,,E09000004,Bexley,Music venues (all),51.4554879,0.15283478
Royal Oak,,E09000004,Bexley,Music venues (all),51.47266838,0.161909686
Fox,,E09000004,Bexley,Music venues (all),51.4811251,0.144595153
Eltham Gpo,,E09000011,Greenwich,Music venues (all),51.45034152,0.053743521
The Red Lion,,E09000011,Greenwich,Music venues (all),51.47069514,0.06024445
Long Pond,,E09000011,Greenwich,Music venues (all),51.45693797,0.059624795
Blackheath Halls,,E09000011,Greenwich,Music venues (all),51.46437941,0.009627336
Bull Hotel,,E09000011,Greenwich,Music venues (all),51.46929721,0.066603315
British Oak,,E09000011,Greenwich,Music venues (all),51.47618138,0.026159509
Olivers Jazz Bar,,E09000011,Greenwich,Music venues (all),51.47964384,-0.007977174
The Duke,,E09000011,Greenwich,Music venues (all),51.48119412,-0.02039613
The Coach And Horses,,E09000011,Greenwich,Music venues (all),51.48128067,-0.009043548
Admiral Hardy,,E09000011,Greenwich,Music venues (all),51.4818092,-0.009452575
Old Mill,,E09000011,Greenwich,Music venues (all),51.48171286,0.084073492
Trinity Laban Faculty Of Music,,E09000011,Greenwich,Music venues (all),51.483548,-0.006951998
Pelton Arms,,E09000011,Greenwich,Music venues (all),51.48686544,0.00256451
Studio 338,,E09000011,Greenwich,Music venues (all),51.49543365,0.00478445
The O2,,E09000011,Greenwich,Music venues (all),51.50200739,0.004785119
Indigo At The O?,,E09000011,Greenwich,Music venues (all),51.502559,0.006137002
The White Horse,,E09000017,Hillingdon,Music venues (all),51.48094685,-0.490282004
Hut,,E09000017,Hillingdon,Music venues (all),51.52042904,-0.454181176
Crown,,E09000017,Hillingdon,Music venues (all),51.52304279,-0.421558861
Angel,,E09000017,Hillingdon,Music venues (all),51.52493358,-0.433141244
Load Of Hay,,E09000017,Hillingdon,Music venues (all),51.53636532,-0.477013892
Crown & Treaty House,,E09000017,Hillingdon,Music venues (all),51.54984784,-0.484193183
Soldiers Return,,E09000017,Hillingdon,Music venues (all),51.56819305,-0.441061352
Kings Arms,,E09000017,Hillingdon,Music venues (all),51.60458372,-0.482140074
Chelsea Ram,,E09000020,Kensington And Chelsea,Music venues (all),51.47915325,-0.182573755
Juju,,E09000020,Kensington And Chelsea,Music venues (all),51.48569152,-0.173931092
Finborough Theatre,,E09000020,Kensington And Chelsea,Music venues (all),51.48654403,-0.190058078
The Troubadour,,E09000020,Kensington And Chelsea,Music venues (all),51.48883344,-0.191566308
The Pheasantry,,E09000020,Kensington And Chelsea,Music venues (all),51.48908437,-0.165455264
Eclipse,,E09000020,Kensington And Chelsea,Music venues (all),51.49094375,-0.18322864
Albert's Club,,E09000020,Kensington And Chelsea,Music venues (all),51.49259697,-0.177919234
Montezuma London Club,,E09000020,Kensington And Chelsea,Music venues (all),51.49398381,-0.175731801
Cadogan Hall,,E09000020,Kensington And Chelsea,Music venues (all),51.49386601,-0.157267872
Cin̩ Lumi̬re,,E09000020,Kensington And Chelsea,Music venues (all),51.49455508,-0.177192834
Hyde,,E09000020,Kensington And Chelsea,Music venues (all),51.50198358,-0.187673954
Notting Hill Arts Club,,E09000020,Kensington And Chelsea,Music venues (all),51.50920015,-0.194376728
The Globe,,E09000020,Kensington And Chelsea,Music venues (all),51.51661377,-0.200468461
Mau Mau Bar,,E09000020,Kensington And Chelsea,Music venues (all),51.51785221,-0.2067616
Muse Gallery,,E09000020,Kensington And Chelsea,Music venues (all),51.5179708,-0.206872248
Portobello House,,E09000020,Kensington And Chelsea,Music venues (all),51.51992632,-0.211854792
St. Magnus The Martyr,,E09000001,City And County Of The City Of London,Music venues (all),51.5091221,-0.082925415
The Steelyard,,E09000001,City And County Of The City Of London,Music venues (all),51.51000176,-0.0905409
Revolution,,E09000001,City And County Of The City Of London,Music venues (all),51.51122942,-0.07597688
Cos Bar,,E09000001,City And County Of The City Of London,Music venues (all),51.51233032,-0.101584013
Yager Bar,,E09000001,City And County Of The City Of London,Music venues (all),51.51251473,-0.097425654
Cockpit,,E09000001,City And County Of The City Of London,Music venues (all),51.5127059,-0.101453095
St. Stephen Walbrook,,E09000001,City And County Of The City Of London,Music venues (all),51.51271954,-0.090110135
Madison,,E09000001,City And County Of The City Of London,Music venues (all),51.51346472,-0.096117762
Pause Bar,,E09000001,City And County Of The City Of London,Music venues (all),51.51336794,-0.078610688
Tipperary,,E09000001,City And County Of The City Of London,Music venues (all),51.51410928,-0.10760654
Revolution,,E09000001,City And County Of The City Of London,Music venues (all),51.51378776,-0.082830326
City Zebrano,,E09000001,City And County Of The City Of London,Music venues (all),51.51448347,-0.077540411
Balls Brothers,,E09000001,City And County Of The City Of London,Music venues (all),51.51497647,-0.080186048
Kanaloa,,E09000001,City And County Of The City Of London,Music venues (all),51.51541151,-0.106385095
Tokenhouse,,E09000001,City And County Of The City Of London,Music venues (all),51.51518671,-0.089199763
Balls Brothers Shoe Lane,,E09000001,City And County Of The City Of London,Music venues (all),51.5161602,-0.10652699
St. Anne And St. Agnes Church,,E09000001,City And County Of The City Of London,Music venues (all),51.51649767,-0.096265093
St. Andrew Holborn Church,,E09000001,City And County Of The City Of London,Music venues (all),51.51703145,-0.106462016
Cinnamon Kitchen,,E09000001,City And County Of The City Of London,Music venues (all),51.51718933,-0.078579513
Old Bengal Bar,,E09000001,City And County Of The City Of London,Music venues (all),51.51727324,-0.079858802
Astronomer,,E09000001,City And County Of The City Of London,Music venues (all),51.51794797,-0.078778192
Dirty Dicks Public House,,E09000001,City And County Of The City Of London,Music venues (all),51.51805981,-0.079566252
Barbican Centre,,E09000001,City And County Of The City Of London,Music venues (all),51.51988516,-0.091669695
"Milton Court, Guildhall School Of Music And Drama",,E09000001,City And County Of The City Of London,Music venues (all),51.51988118,-0.091424815
Phoenix,,E09000016,Havering,Music venues (all),51.51855407,0.189871139
Crumpled Horn,,E09000016,Havering,Music venues (all),51.55466237,0.248730168
The Cricketers,,E09000016,Havering,Music venues (all),51.56276272,0.216722733
The Fatling,,E09000016,Havering,Music venues (all),51.5628223,0.218803322
Chequers,,E09000016,Havering,Music venues (all),51.56823108,0.219542672
Golden Crane,,E09000016,Havering,Music venues (all),51.56887066,0.266531441
The Victoria,,E09000016,Havering,Music venues (all),51.57537484,0.188745917
Golden Lion,,E09000016,Havering,Music venues (all),51.5785674,0.180051787
Ship,,E09000016,Havering,Music venues (all),51.5869449,0.20096577
Paradise By Way Of Kensal Green,,E09000005,Brent,Music venues (all),51.52885114,-0.216262555
Wembley Stadium,,E09000005,Brent,Music venues (all),51.55602628,-0.279494514
"The Sse Arena, Wembley",,E09000005,Brent,Music venues (all),51.55809454,-0.28256147
Arista Club,,E09000005,Brent,Music venues (all),51.57319367,-0.261845979
The Victoria,,E09000002,Barking And Dagenham,Music venues (all),51.53525408,0.079654736
The Broadway Theatre,,E09000002,Barking And Dagenham,Music venues (all),51.5356693,0.078044244
Cherry Tree,,E09000002,Barking And Dagenham,Music venues (all),51.55271294,0.135006384
Three Travellers,,E09000002,Barking And Dagenham,Music venues (all),51.5610042,0.149807983
O'neills,,E09000026,Redbridge,Music venues (all),51.55886347,0.070819996
Prince Of Wales,,E09000026,Redbridge,Music venues (all),51.55912466,0.086023469
Nightingale,,E09000026,Redbridge,Music venues (all),51.58162677,0.028451459
The Duke,,E09000026,Redbridge,Music venues (all),51.58264463,0.027832786
Railway Bell,,E09000026,Redbridge,Music venues (all),51.59202163,0.027961456
George,,E09000026,Redbridge,Music venues (all),51.59476727,0.022582793
Crown & Crooked Billet,,E09000026,Redbridge,Music venues (all),51.60732563,0.061095261
Castle,,E09000015,Harrow,Music venues (all),51.57199506,-0.339976561
Queens Head,,E09000015,Harrow,Music venues (all),51.59437092,-0.380697447
Harrow Arts Centre,,E09000015,Harrow,Music venues (all),51.60848855,-0.363803159
Kenwood House,,E09000014,Haringey,Music venues (all),51.5726905,-0.162118967
The Boogaloo,,E09000014,Haringey,Music venues (all),51.57637582,-0.143728017
Three Compasses,,E09000014,Haringey,Music venues (all),51.58726946,-0.11855623
The Green Gate Public House,,E09000014,Haringey,Music venues (all),51.58792065,-0.099272245
Tchances Arts & Music Centre,,E09000014,Haringey,Music venues (all),51.58984019,-0.070897083
Alexandra Palace,,E09000014,Haringey,Music venues (all),51.59448347,-0.130501428
Antwerp Arms,,E09000014,Haringey,Music venues (all),51.60191522,-0.074616432
Midland Hotel,,E09000003,Barnet,Music venues (all),51.5805064,-0.237808926
Bald Faced Stag,,E09000003,Barnet,Music venues (all),51.5892893,-0.164336517
Greyhound,,E09000003,Barnet,Music venues (all),51.59135531,-0.227918496
Five Bells,,E09000003,Barnet,Music venues (all),51.59070954,-0.172363803
Chandos,,E09000003,Barnet,Music venues (all),51.59326,-0.255449011
Windsor Castle,,E09000003,Barnet,Music venues (all),51.59343096,-0.1709985
Catcher In The Rye,,E09000003,Barnet,Music venues (all),51.59962786,-0.196032474
Joiners Arms,,E09000003,Barnet,Music venues (all),51.60333634,-0.191596736
Three Wishes,,E09000003,Barnet,Music venues (all),51.61215516,-0.28063727
Artsdepot,,E09000003,Barnet,Music venues (all),51.61281751,-0.176704375
Bohemia,,E09000003,Barnet,Music venues (all),51.61537243,-0.176197566
